20220719_112812b_220719_WIKA_S904probe_points_trans.dat
Hash: 7592249e5d585bc6583fe8c8d9936ebdd029f5b3; comment
no.	datetime	runtime	m%rh @Pc 2500	m%rh @PcTc 2500	mPs 2500	mPc 2500	mTs 2500	mTc 2500	mQ 2500	mTs2500#1 SIL010 c10	mTc1 SIL012 c11	mTc2 SIL019 c12	mTc3 SIL020 c13	mTamb SIL039 c14	mPs2500 Druck#1 h118	mP473 Druck#2 h119	mPc2500 Druck#3 h120	mDP MSL473_SH2	mFP MSL473_SH2	mRH MSL473_SH2	mRHw MSL473_SH2	mTx MSL473_SH2	mTh MSL473_SH2	mP MSL473_SH2	mStable MSL473_SH2	mFP_at_DUT	mDP_at_DUT	mRH_at_DUT	s%rh @Pc 2500	s%rh @PcTc 2500	sPs 2500	sPc 2500	sTs 2500	sTc 2500	sQ 2500	sTs2500#1 SIL010 c10	sTc1 SIL012 c11	sTc2 SIL019 c12	sTc3 SIL020 c13	sTamb SIL039 c14	sPs2500 Druck#1 h118	sP473 Druck#2 h119	sPc2500 Druck#3 h120	sDP MSL473_SH2	sFP MSL473_SH2	sRH MSL473_SH2	sRHw MSL473_SH2	sTx MSL473_SH2	sTh MSL473_SH2	sP MSL473_SH2	sStable MSL473_SH2	sFP_at_DUT	sDP_at_DUT	sRH_at_DUT	window	comment
1	2022-07-19 14:29:12	180.71462930366397	10.11947	10.000877999999998	10.2281696172	1.0094204430400002	20.00351	20.19297	14.9672	19.979570062883397	20.263413919998357	20.138247938543238	20.135811236493414	20.01275187482937	10.26329963149393	1.0158908284390082	1.016252569387938	-12.375800000000002	-11.03108	10.069750000000003	10.068969999999998	20.1025	19.699999999999996	1.01608827528	1.0	-11.002340282067621	-12.343789212424138	10.075506893846168	0.00459435523223859	0.0065648500363680385	0.005039498894341196	5.515807999998401e-05	0.004401920035620946	0.00041964270516767465	0.04168299413429882	0.001423655979274705	0.0001649070413352272	0.0001849179773994583	0.0002249428611107101	0.029625251857912024	0.004201856318643275	2.7965057116589074e-05	3.0275078033226864e-05	0.004945503007783912	0.004222984726470319	0.0036628540784475424	0.0042778616153399595	0.0015855598380385804	3.552713678800501e-15	3.5794604482375664e-05	0.0	0.004598918177511499	0.005107022841641723	0.004143345394555353	10	
2	2022-07-19 15:30:04	241.58342650532722	30.36336	30.00012	3.3453272098599998	1.0092549688	19.999100000000002	20.19359	15.075269999999998	19.98005763132547	20.264753928443824	20.136987561601437	20.13379363345178	20.07849580335359	3.355501024342402	1.0157639697438932	1.0161193572209988	2.089765	2.089415	30.17421	30.17278	20.10305	19.300000000000004	1.0159524208	1.0	2.127941642757853	2.127941642757853	30.201659734269253	0.0055453043198731514	0.007550999933783737	0.0006140692497093839	2.220446049250313e-16	0.005009990019949916	0.0005557877292630883	0.007230221296751646	0.0014956647350200974	0.0007541529779500403	0.0006964625886714928	0.0006620895028448247	0.059125048014660606	0.0008920195326903008	3.108240694303434e-05	3.203755132981358e-05	0.005474970776177712	0.005200615828918779	0.011103193234380358	0.011716040286718086	0.0015647683534630366	3.552713678800501e-15	3.158894023071852e-05	0.0	0.0036205833625778845	0.0036205833625778845	0.008284880705979688	10	
3	2022-07-19 16:31:08	302.65201188996434	50.62771	50.003429999999994	1.9990667143999996	1.0093377059200002	19.99683	20.197309999999998	15.071030000000002	19.979186954997505	20.27123905161114	20.14129746336197	20.137654683234427	19.986499864414068	2.006513467808859	1.0158790048639184	1.016231614775561	9.442072999999999	9.442787	50.22321000000001	50.21897	20.109569999999998	19.199999999999996	1.01607429026	1.0	9.49033302386847	9.49033302386847	50.29803334010681	0.005660821495154441	0.023483911514056797	0.0003098809210396455	6.755457559589618e-05	0.006262595308656054	0.004971609397367864	0.0037690980353397136	0.001189201955733153	0.0005682807172937654	0.0007065821970239503	0.0006283827306815827	0.04815623151928848	0.00039187203968534613	3.4599978692346334e-05	3.181715173911135e-05	0.0027764439486507027	0.003141216484103197	0.008373344612519288	0.0063804466928258545	0.0010363879582467803	3.552713678800501e-15	3.623789821009695e-05	0.0	0.0027338073332838966	0.0027338073332838966	0.007986008924960455	10	
4	2022-07-19 17:31:08	362.6484160758555	70.88200000000002	70.01237999999998	1.42549852476	1.00924117928	20.001810000000003	20.20328	14.89807	19.98030463155066	20.27566268793118	20.14375129192185	20.13936204616926	20.143102533880803	1.4322740831687413	1.0158097935908765	1.0161616061475023	14.52133	14.522050000000002	70.20361999999999	70.20288000000001	20.11175	19.193489999999997	1.0159943758599999	1.0	14.576894104919322	14.576894104919322	70.33794387220266	0.013040705502386622	0.017518721414534717	0.00026308727393449316	4.1368559999988006e-05	0.004050296285458332	0.0003919183588456098	0.005512721650872764	0.0011043122042549763	0.0009502173312723146	0.000880751239819515	0.000904200847059666	0.03379797385202696	0.0002733027043727457	3.513158378454112e-05	3.5596075195432e-05	0.0036940628040139636	0.004526422428364558	0.019142350952796722	0.017192893880904822	0.0010072239075794621	0.010534177708772212	4.015648901685696e-05	0.0	0.003147742267242436	0.003147742267242436	0.014577243168784294	10	
5	2022-07-19 19:02:37	454.1307612247765	91.18778	90.00771999999998	1.10815340624	1.0102202351999998	20.000949999999996	20.21145	15.11064	19.980183704210496	20.28483455805267	20.15297913067767	20.14822661032005	20.11908537625696	1.1142420115691298	1.0167494427640151	1.0171095535685197	18.459509999999998	18.4588	90.19027	90.18751	20.115360000000003	19.144820000000003	1.01695534652	1.0	18.52142457983029	18.52142457983029	90.36333206477114	0.014036723264350376	0.029867065473527892	0.00014062606312618487	0.00010681316262435724	0.004577608545955274	0.003956576803247993	0.006538226059108377	0.00088880276107096	0.0008968772777413434	0.0009401733000446399	0.0008014994387728136	0.05159592372896267	0.00011916622927197001	7.921510191390466e-05	7.725771711930899e-05	0.0027667489947592627	0.003459190656786406	0.015444678695264289	0.012468155436953326	0.0013192422067227277	0.03005890217556163	8.043712863803175e-05	0.0	0.0019076392045942327	0.0019076392045942327	0.009706899802520782	10	
6	2022-07-19 20:02:38	514.1388397552073	70.80316	70.00386	1.4287625041439997	1.0104132884800001	19.999990000000004	20.18446	14.968499999999997	19.97971388900201	20.25602509453878	20.12498208046836	20.12173125908021	20.094333077124862	1.4353908045488857	1.0169126619499433	1.0172768307961866	14.506220000000003	14.506250000000003	70.20591000000002	70.20915	20.09583	19.18001	1.0171221678299998	1.0	14.55975795884667	14.55975795884667	70.33681263364664	0.013007628530979334	0.024421556051980566	0.00036244671940042643	6.75545755957874e-05	0.004838067796135224	0.005307956292208958	0.04116432921838998	0.001113921322976839	0.001919816718327247	0.0017684461931629304	0.0017381637101136272	0.039474502343798935	0.0003343889133355374	9.839971918072184e-05	9.990808611616729e-05	0.005077755409627242	0.005323016062346753	0.015854176105999936	0.012877130891622747	0.0026397158938042163	0.02429647916880141	0.00010375897017768524	0.0	0.0030559496973566413	0.0030559496973566413	0.01141749278017216	10	
7	2022-07-19 21:33:13	604.7323771864176	50.574290000000005	49.9785	2.0031063542839997	1.0102891828	19.99879	20.19125	15.059289999999999	19.980437908904584	20.260160940040578	20.131252916827044	20.128852916364696	20.040743399629186	2.0105718966779684	1.016743978501025	1.0171086289329165	9.430369	9.429815000000001	50.2097	50.21168	20.09993	19.199999999999996	1.01694835401	1.0	9.474415289653354	9.474415289653354	50.271593859630585	0.03858796314914691	0.047877635697682594	0.0014561382175099149	9.250291229135118e-05	0.0048345527197453785	0.004182164511350587	0.05330113413427531	0.0012565222566177656	0.00024870813077280593	0.0003165263968757296	0.00046100783162873255	0.04760301065224038	0.0014141099267811822	6.190646656577205e-05	6.074632320999081e-05	0.011924315032738513	0.011974138173580492	0.04300279060712289	0.04303089122944114	0.0018401358645492348	3.552713678800501e-15	6.174809660759174e-05	0.0	0.010414882436872133	0.010414882436872133	0.034990160715657984	10	
8	2022-07-19 22:34:10	665.6825205311179	30.33954	29.993239999999997	3.3493489233680003	1.0096686544	19.99943	20.18389	14.831910000000002	19.978770656582697	20.252389631003204	20.124944384240642	20.122947012299033	19.999510087192576	3.3581484448951633	1.0161743199237678	1.0165351820750144	2.083333	2.0843949999999998	30.182509999999997	30.17985	20.09413	19.300000000000004	1.01638395856	1.0	2.1215982069087334	2.1215982069087334	30.208267531685387	0.007964069311601684	0.012537639331229292	0.0010064687164424429	0.00010681316262435724	0.005158110119025999	0.0007435724578005334	0.006462731620607166	0.001168357763243205	0.0005741823647499745	0.0005220121428938041	0.0004911964983023138	0.02703832601348707	0.000739856314341564	0.0001459245184954908	0.00014447100185775448	0.004735426168783602	0.0034488353106519563	0.010388209662882416	0.010787237829954211	0.00224278844298827	3.552713678800501e-15	0.00014693441983094132	0.0	0.0032194654602861667	0.0032194654602861667	0.006601344363490732	10	
9	2022-07-19 23:35:07	726.6246902048588	10.118020000000001	10.003775000000001	10.230251834719999	1.0094618116	20.00023	20.18469	14.96636	19.978578716791027	20.254072229050315	20.129718671090767	20.12815654497802	20.026771177685326	10.270487864854257	1.015915528292859	1.016273919861056	-12.38272	-11.039399999999999	10.06549	10.06525	20.09758	19.699999999999996	1.0161162453199997	1.0	-11.010382465270323	-12.352719935018598	10.07303252837892	0.003917346040369542	0.004686425610206479	0.004512966724871179	0.00017712959154820676	0.004958033884514817	0.002784762108332201	0.03802460256202569	0.0011674589665314527	0.000656827487837539	0.0005761638332234198	0.0006599455351169001	0.07176978142711525	0.0031995593750302233	0.00017121043925537123	0.00016824849726898507	0.006267663041357696	0.004410895600668941	0.003943970081022525	0.004056168142471552	0.0015784802817899557	3.552713678800501e-15	0.00016841379154519624	0.0	0.0031051453880136495	0.0034481830716461656	0.0028257125107212615	10	
10	2022-07-20 04:36:07	1027.6268227398396	10.14127	9.999421	10.19799814744	1.0086482299200001	10.001009999999999	10.211459999999999	14.9905	9.991347494447995	10.280429571265023	10.152927730059712	10.15284898144994	20.04713470206889	10.232526704046348	1.0152240735850429	1.015726389892836	-20.073349999999998	-18.008840000000003	10.07506	10.076780000000001	10.13148	9.700019999999999	1.01536005531	1.0	-17.955693654445465	-20.017174761114497	10.111693667368975	0.004013738905309903	0.003959965782680696	0.0042124895936814935	6.75545755957874e-05	0.0005028916384271152	0.0004862098312459839	0.034736234683684176	0.00143552405074351	0.00013232193787374895	0.00022391606545797048	0.00018556768974784207	0.04179905382392974	0.001862364194521854	3.24667208727876e-05	2.700156477015812e-05	0.015274112085486808	0.012637420622896061	0.010212267133208079	0.0077867579903323	0.0025794573072645943	1.7763568394002505e-15	2.5290887566142622e-05	0.0	0.0015610148540982178	0.0017120141994912688	0.0014566702396650501	10	
